"id";"price";"rent";"area";"price_per_sq_m";"no_rooms";"building_type";"no_floor";"building_floors_num";"windows_type";"construction_status";"building_ownership";"lat";"long";"district";"built_year";"url";"rent_per_sq_m";"lift";"balcony";"garage";"basement";"separate_kitchen";"usable_room";"air_conditioning";"terrace";"garden";"two_storey";"is_primary";"date_scraped"
-6599618663145617651;749000.0;800.0;50.6;14802.0;2;"Unknown";10;11;"Unknown";"Ready To Use";"Limited Ownership";52.2773343;20.9382276;"Bielany";1991;"https://www.otodom.pl/pl/oferta/dwa-pokoje-do-wprowadzenia-balkon-ID4zogE";15.810276679841897;1;0;1;1;1;1;0;0;0;0;0;"2026-01-01"
6409115665438510513;750000.0;650.0;55.0;13636.0;3;"Block";4;4;"Plastic";"To Renovation";"Limited Ownership";52.27414;20.96259;"Bielany";1966;"https://www.otodom.pl/pl/oferta/3m-piwnica-balkon-mozliwosc-wlasnej-aranzacji-hit-ID4znLA";11.818181818181818;0;1;0;1;1;0;0;0;0;0;0;"2026-01-01"
-4437276831513360191;740000.0;470.0;37.0;20000.0;2;"Block";0;10;"Plastic";"Ready To Use";"Full Ownership";52.290695138623;20.930424298941;"Bielany";2015;"https://www.otodom.pl/pl/oferta/mieszkanie-z-ogrodkiem-obok-metra-prestizowe-osiedle-bez-prowizji-ID4zn5w";12.702702702702704;1;0;1;0;1;0;1;0;1;0;0;"2026-01-01"
8508929100788918654;729000.0;;50.4;14464.0;3;"Block";7;10;"Plastic";"To Renovation";"Full Ownership";52.2686547;20.9451469;"Bielany";1972;"https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-50-4m2-bielany-ul-kochanowskiego-ID4yaBg";;1;1;0;1;1;0;0;0;0;0;0;"2026-01-01"
-4506184578352949494;599900.0;;47.0;12764.0;3;"Apartment";4;4;"Plastic";"Ready To Use";"Full Ownership";52.26875425;20.94771205;"Bielany";1972;"https://www.otodom.pl/pl/oferta/3-pokoje-na-bielanach-z-szybki-dojazdem-do-centrum-ID4t0jU";;0;1;1;0;0;0;0;0;0;0;0;"2026-01-01"
560589674208848922;575000.0;700.0;37.5;15333.0;2;"Block";2;10;"Plastic";"Ready To Use";"Full Ownership";52.287525;20.9416207;"Bielany";1966;"https://www.otodom.pl/pl/oferta/zielone-bielany-2-pokoje-metro-wawrzyszew-ID4zdNW";18.666666666666668;1;0;0;1;0;0;0;0;0;0;0;"2026-01-01"
-2268567156148624730;728000.0;1260.0;54.0;13481.0;3;"Block";4;10;"Plastic";"To Completion";"Limited Ownership";52.28426;20.978459;"Bielany";1980;"https://www.otodom.pl/pl/oferta/mieszkanie-3-pokojowe-przy-parku-kepa-potocka-ID4zo2d";23.333333333333332;1;1;0;1;1;0;0;0;0;0;0;"2026-01-01"
-5036423413611170661;1230000.0;1000.0;62.0;19839.0;3;"Apartment";5;8;"Plastic";"Ready To Use";"Full Ownership";52.2735132;20.9172536;"Bielany";2017;"https://www.otodom.pl/pl/oferta/bielany-3-pokoje-dla-rodziny-garaz-ID4yV7a";16.129032258064516;1;1;1;0;0;0;0;0;0;0;0;"2026-01-01"
6655427289236643808;645000.0;567.0;30.76;20969.0;1;"Block";3;4;"Plastic";"Ready To Use";"Full Ownership";52.29332;20.92866;"Bielany";2022;"https://www.otodom.pl/pl/oferta/nowoczesne-studio-bielany-ul-krzemieniecka-8-odliczysz-vat-ID4xJXg";18.433029908972692;1;1;0;0;0;1;0;0;0;0;0;"2026-01-01"
1557813720242610909;790000.0;;47.0;16809.0;3;"Block";1;4;"Plastic";"Unknown";"Limited Ownership";52.27439;20.96087;"Bielany";1968;"https://www.otodom.pl/pl/oferta/komfortowe-47m2-przy-metrze-slodowiec-balkon-piwnica-ID4zmKA";;0;1;0;1;1;0;0;0;0;0;0;"2026-01-01"
222814161860572759;635000.0;980.0;50.37;12607.0;2;"Block";8;10;"Plastic";"Ready To Use";"Limited Ownership";52.278924084181;20.91967500683;"Bielany";1977;"https://www.otodom.pl/pl/oferta/spokojna-okolica-swietna-komunikacja-10min-metro-ID4yCd5";19.45602541195156;1;1;1;1;0;0;0;0;0;0;0;"2026-01-01"
-5771235586364304925;813777.0;900.0;52.49;15503.0;3;"Unknown";10;12;"Unknown";"Ready To Use";"Limited Ownership";52.2781917;20.9203452;"Bielany";1977;"https://www.otodom.pl/pl/oferta/jasne-i-ciche-3-pokoje-po-remoncie-ID4zdVa";17.146123071061155;0;0;0;0;0;0;0;0;0;0;0;"2026-01-01"
4422060271603834124;620000.0;665.0;42.0;14762.0;2;"Block";8;10;"Plastic";"To Completion";"Limited Ownership";52.2702226;20.9442766;"Bielany";1987;"https://www.otodom.pl/pl/oferta/dwupokojowecichepo-czesciowym-remoncie-ID4xSNJ";15.833333333333334;1;1;0;1;1;0;0;0;0;0;0;"2026-01-01"
-1124902055793710942;898000.0;;48.0;18708.0;3;"Block";3;4;"Plastic";"Ready To Use";"Full Ownership";52.2884538;20.937404;"Bielany";1965;"https://www.otodom.pl/pl/oferta/3-pokojowe-48m2-bielany-ul-przytyk-metro-wawrzyszew-po-remoncie-ID4zopc";;0;0;0;1;0;0;0;0;0;0;0;"2026-01-01"
7614803187295740532;775000.0;710.0;48.6;15947.0;2;"Tenement";3;4;"Plastic";"To Renovation";"Full Ownership";52.2837832;20.9539453;"Bielany";1954;"https://www.otodom.pl/pl/oferta/dwupokojowe-sloneczne-mieszkanie-w-kamienicy-ID4zniL";14.609053497942387;0;0;0;1;1;0;0;0;0;0;0;"2026-01-01"
-6870999587679429159;899900.0;;56.26;15995.0;3;"Apartment";3;7;"Unknown";"Unknown";"Unknown";52.275869;20.9369677;"Bielany";2023;"https://www.otodom.pl/pl/oferta/okazja-56m2-do-remontu-2-miejsca-parkingowe-gratis-ID4z96F";;1;1;1;0;0;0;0;0;0;0;0;"2026-01-01"
9052603948605508608;669000.0;620.0;47.0;14234.0;3;"Block";2;4;"Plastic";"To Renovation";"Limited Ownership";52.2678091;20.9494613;"Bielany";1972;"https://www.otodom.pl/pl/oferta/bielany-mieszkanie-47m-do-remontu-ID4zn7B";13.191489361702128;0;1;1;1;0;0;0;0;0;0;0;"2026-01-01"
-6268959488122240677;485000.0;510.0;34.6;14017.0;2;"Block";6;10;"Plastic";"To Renovation";"Limited Ownership";52.2817306;20.9595607;"Bielany";1968;"https://www.otodom.pl/pl/oferta/mile-mieszkanie-blisko-metra-z-widokiem-na-las-ID4zniN";14.739884393063583;1;0;0;1;0;0;0;0;0;0;0;"2026-01-01"
-1310610010064489863;898000.0;;48.0;18708.0;3;"Block";3;4;"Plastic";"Ready To Use";"Full Ownership";52.2884538;20.937404;"Bielany";1965;"https://www.otodom.pl/hpr/pl/oferta/3-pokojowe-48m2-bielany-ul-przytyk-metro-wawrzyszew-po-remoncie-ID4zopc";;0;0;0;1;0;0;0;0;0;0;0;"2026-01-01"
5758050214937857889;1249900.0;995.0;82.1;15224.0;3;"Apartment";5;5;"Plastic";"Ready To Use";"Full Ownership";52.30568571589;20.929885896869;"Bielany";2011;"https://www.otodom.pl/pl/oferta/tramwaj-12-min-metro-taras-2-stronne-ID4zn8j";12.119366626065775;1;1;1;0;0;0;1;1;0;0;0;"2026-01-01"
-7175923775759108829;549000.0;623.0;36.19;15170.0;2;"Block";3;3;"Plastic";"Ready To Use";"Unknown";52.272848;20.95108;"Bielany";1968;"https://www.otodom.pl/pl/oferta/bielany-dwa-pokoje-balkon-blisko-metra-ID4zhFH";17.2147001934236;0;1;0;1;1;0;0;0;0;0;0;"2026-01-01"
1176094653119038785;695000.0;850.0;59.38;11704.0;3;"Block";2;10;"Unknown";"To Renovation";"Limited Ownership";52.2713956;20.9321384;"Bielany";1976;"https://www.otodom.pl/pl/oferta/sloneczne-3-pokoje-piaski-chomiczowka-ID4znYk";14.314584035028629;1;1;0;0;0;0;0;0;0;0;0;"2026-01-01"
4397559824023854104;685000.0;525.0;44.0;15568.0;2;"Tenement";1;3;"Plastic";"To Renovation";"Full Ownership";52.277778;20.9504804;"Bielany";1956;"https://www.otodom.pl/pl/oferta/super-mieszkanie-wsrod-drzew-na-starych-bielanach-ID4zniM";11.931818181818182;0;0;0;1;1;0;0;0;0;0;0;"2026-01-01"
7087106555085980366;689000.0;830.0;32.5;21200.0;1;"Block";2;6;"Plastic";"Ready To Use";"Full Ownership";52.285882;20.928427;"Bielany";2017;"https://www.otodom.pl/pl/oferta/nowoczesna-kawalerka-w-swietnej-lokalizacji-ID4zngF";25.53846153846154;1;1;1;0;0;1;0;0;0;0;0;"2026-01-01"
4994021514189975100;715000.0;750.0;50.7;14103.0;3;"Block";4;11;"Plastic";"Ready To Use";"Limited Ownership";52.2854078;20.9340383;"Bielany";1975;"https://www.otodom.pl/pl/oferta/funkcjonalne-3-pokojowe-mieszkanie-bielany-blisko-metra-ID4znTm";14.792899408284024;1;1;0;1;1;0;0;0;0;0;0;"2026-01-01"
-3042465218039126344;620000.0;800.0;41.5;14940.0;2;"Block";5;11;"Plastic";"To Renovation";"Limited Ownership";52.2851672;20.9365468;"Bielany";1975;"https://www.otodom.pl/pl/oferta/sloneczne-mieszkanie-41-5-m-na-bielanach-50m-do-metra-ID4zfMe";19.27710843373494;1;1;0;1;1;0;0;0;0;0;0;"2026-01-01"
1879377018895873390;760000.0;700.0;46.0;16522.0;2;"Block";3;4;"Plastic";"Ready To Use";"Full Ownership";52.3040703;20.9304152;"Bielany";2004;"https://www.otodom.pl/pl/oferta/mieszkanie-nieopodal-metra-mlociny-z-bezposrednia-winda-do-garazu-ID4yh3h";15.217391304347826;1;0;1;0;1;0;0;0;1;0;0;"2026-01-01"
6011769543512422308;956130.0;890.0;54.95;17400.0;3;"Apartment";1;5;"Plastic";"To Completion";"Full Ownership";52.266328988748;20.953765476379;"Bielany";2026;"https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-na-bielanach-zapraszam-na-prezentacje-ID4yLHJ";16.19654231119199;0;1;0;0;0;0;0;0;0;0;1;"2026-01-01"
2854856771671896315;535000.0;600.0;33.5;15970.0;1;"Apartment";1;10;"Plastic";"Ready To Use";"Full Ownership";52.277048;20.913698;"Bielany";2000;"https://www.otodom.pl/pl/oferta/kawalerkaaneks-sypialnianycicha-okolica-ID4zjLd";17.91044776119403;1;1;0;0;0;0;0;0;0;0;0;"2026-01-01"
4031332248956803869;620000.0;640.0;36.9;16802.0;2;"Block";5;10;"Plastic";"Ready To Use";"Full Ownership";52.2911375;20.9347485;"Bielany";1967;"https://www.otodom.pl/hpr/pl/oferta/2-pokoje-wysoki-standard-metro-mlociny-300m-ID4zmwh";17.34417344173442;1;0;0;1;0;0;0;0;0;0;0;"2026-01-01"
3243158381802299308;600000.0;1300.0;53.69;11175.0;2;"Block";10;15;"Plastic";"To Renovation";"Limited Ownership";52.2849793;20.9696442;"Bielany";1981;"https://www.otodom.pl/pl/oferta/2-3-pokoje-54m2-marymont-ID4yM7s";24.213075060532688;1;1;1;0;1;0;0;0;0;0;0;"2026-01-01"
-1631953995929036071;2112874.0;;93.49;22600.0;4;"Block";6;7;"Unknown";"To Completion";"Full Ownership";52.26399;20.95227;"Bielany";2026;"https://www.otodom.pl/pl/oferta/ostatnie-4-pokoje-z-balkonem-bielany-ID4zkSl";;1;1;0;0;0;0;0;0;0;0;1;"2026-01-01"
2392875966542888617;1498640.0;;72.05;20800.0;3;"Unknown";5;8;"Unknown";"To Completion";"Full Ownership";52.28006;20.92385;"Bielany";2025;"https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-72m2-loggia-ID4z2IP";;1;0;1;0;0;0;0;0;0;0;1;"2026-01-01"
-4511926274955162322;846000.0;530.0;48.5;17443.0;3;"Block";4;4;"Unknown";"Ready To Use";"Full Ownership";52.2909864;20.9400134;"Bielany";1972;"https://www.otodom.pl/pl/oferta/3-pokoje-po-kapitalny-remoncie-przy-metrze-ID4ypiA";10.927835051546392;0;1;0;0;0;1;0;0;0;0;0;"2026-01-01"
-2082887820651924463;595000.0;;45.63;13040.0;2;"Block";2;10;"Unknown";"Ready To Use";"Full Ownership";52.27677;20.9333;"Bielany";;"https://www.otodom.pl/pl/oferta/bielany-renesansowa-2-pokoje-kuchnia-balkon-metro-wawrzyszew-ID4zmki";;1;1;0;1;1;0;0;0;0;0;0;"2026-01-01"
-6413937768502373360;699000.0;1200.0;57.0;12263.0;3;"Block";3;15;"Plastic";"To Renovation";"Limited Ownership";52.2736394;20.9327822;"Bielany";1980;"https://www.otodom.pl/pl/oferta/na-sprzedaz-3-pokojowe-mieszkanie-56-8-mbielany-ul-m-dabrowskiej-ID4zl6x";21.05263157894737;1;1;0;1;1;1;0;0;0;0;0;"2026-01-01"
-160166859790609730;676676.0;600.0;39.0;17351.0;2;"Block";9;10;"Plastic";"Unknown";"Full Ownership";52.2968389;20.9395281;"Bielany";1972;"https://www.otodom.pl/pl/oferta/z-widokiem-na-las-bielanski-ID4zlJf";15.384615384615385;1;0;0;1;0;0;0;0;0;0;0;"2026-01-01"
-1036249208190243252;850000.0;;69.0;12319.0;4;"Block";7;12;"Plastic";"Ready To Use";"Full Ownership";52.27439;20.92345;"Bielany";1975;"https://www.otodom.pl/pl/oferta/bielany-chomiczowka-ul-conrada-4-pokoje-balkon-super-uklad-ID4zmss";;1;1;0;1;0;1;0;0;0;0;0;"2026-01-01"
-8000545633195798046;690000.0;;49.0;14082.0;3;"Block";5;10;"Plastic";"To Renovation";"Full Ownership";52.2870044;20.9258707;"Bielany";1969;"https://www.otodom.pl/pl/oferta/3-pokoje-ul-nocznickiego-metro-mlociny-ID4yz7h";;1;0;0;0;0;0;0;0;0;0;0;"2026-01-01"
-2666146644740511072;799000.0;950.0;65.0;12292.0;4;"Block";4;4;"Unknown";"Ready To Use";"Unknown";52.2911564;20.9437695;"Bielany";1967;"https://www.otodom.pl/pl/oferta/atrakcyjne-4-pokoje-na-bielanach-ID4yUWS";14.615384615384615;0;0;0;1;0;0;0;0;0;0;0;"2026-01-01"
-1303780491860677960;765000.0;850.0;51.0;15000.0;3;"Block";10;10;"Plastic";"Ready To Use";"Full Ownership";52.270439;20.9454677;"Bielany";1970;"https://www.otodom.pl/pl/oferta/3-pok-mieszkanie-na-pograniczu-bielan-i-zoliborza-ID4yC7D";16.666666666666668;1;1;1;1;1;0;1;0;0;0;0;"2026-01-01"
-1897200596152432055;1233849.29;;92.85;13289.0;4;"Unknown";1;1;"Unknown";"To Completion";"Full Ownership";52.28528;20.91334;"Bielany";2026;"https://www.otodom.pl/pl/oferta/4-pokoje-bielany-2-balkony-gabinet-garderoba-ID4zk8p";;0;1;0;0;0;0;0;0;0;1;1;"2026-01-01"
-3813199211417495531;529000.0;495.0;34.0;15559.0;2;"Block";3;4;"Plastic";"To Renovation";"Full Ownership";52.2788085;20.9554274;"Bielany";1960;"https://www.otodom.pl/pl/oferta/stare-bielany-2-pokoje-metro-slodowiec-ID4zjGV";14.558823529411764;0;1;0;1;0;1;0;0;0;0;0;"2026-01-01"
5906944561525930160;1200000.0;;50.7;23669.0;2;"Block";6;7;"Plastic";"Ready To Use";"Full Ownership";52.2848995;20.9288291;"Bielany";2013;"https://www.otodom.pl/pl/oferta/lux-2-pokoje-z-tarasem-bielany-ID4zl8d";;1;0;1;0;1;0;0;1;0;0;0;"2026-01-01"
8405125327239430191;1390000.0;1190.0;66.99;20749.0;3;"Block";6;15;"Plastic";"Ready To Use";"Full Ownership";52.281655383891;20.919942858454;"Bielany";2020;"https://www.otodom.pl/pl/oferta/3-pok-got-do-wprow-blisko-do-metra-ID4zkl1";17.763845350052247;1;0;1;0;0;0;0;0;0;0;0;"2026-01-01"
-8093832231107300683;715000.0;750.0;50.7;14103.0;3;"Block";4;11;"Plastic";"Ready To Use";"Limited Ownership";52.285059516637;20.934393923197;"Bielany";1975;"https://www.otodom.pl/pl/oferta/mieszkanie-3-pokojowe-w-spokojnej-okolicy-ID4ykS6";14.792899408284024;1;1;0;1;0;0;0;0;0;0;0;"2026-01-01"
1495664856397035688;459000.0;400.0;24.41;18804.0;1;"Block";1;4;"Plastic";"Ready To Use";"Full Ownership";52.2748733;20.9668556;"Bielany";2022;"https://www.otodom.pl/pl/oferta/kawalerka-inwestycyjna-przy-metrze-slodowiec-ID4ylJl";16.386726751331423;0;1;1;0;0;0;1;0;0;0;0;"2026-01-01"
4403824347059430230;519000.0;;26.01;19954.0;2;"Block";10;11;"Unknown";"Ready To Use";"Full Ownership";52.2799721;20.9377833;"Bielany";1975;"https://www.otodom.pl/pl/oferta/po-remoncie-do-zamieszkania-wysoki-standard-ID4zklj";;1;0;0;0;0;0;0;0;0;0;0;"2026-01-01"
5672454823025845537;1320000.0;1900.0;88.0;15000.0;4;"Block";8;12;"Plastic";"Ready To Use";"Limited Ownership";52.28426;20.978459;"Bielany";1980;"https://www.otodom.pl/pl/oferta/bielany-4-pokoje-widok-park-kepa-potocka-ID4zkF7";21.59090909090909;1;1;0;1;1;0;0;0;0;0;0;"2026-01-01"
6302559133288275902;1589000.0;1500.0;88.32;17991.0;3;"Apartment";3;14;"Plastic";"Ready To Use";"Full Ownership";52.282373253781;20.92117973389;"Bielany";2019;"https://www.otodom.pl/pl/oferta/dwustronne-mieszkanie-z-duzymi-oknami-12min-rowerem-kampinos-ID4zlvq";16.983695652173914;0;1;1;1;0;1;1;0;0;0;0;"2026-01-01"
4780452330520725961;3500000.0;;143.0;24476.0;4;"Unknown";0;1;"Unknown";"Ready To Use";"Full Ownership";52.2850527;20.9195836;"Bielany";2020;"https://www.otodom.pl/pl/oferta/bezczynszowe-mieszkanie-w-domu-z-dzialka-510-m2-ID4yqXw";;0;0;1;0;1;0;0;1;1;0;0;"2026-01-01"
8255040386091956364;480000.0;500.0;27.0;17778.0;2;"Block";7;10;"Unknown";"To Renovation";"Unknown";52.2820052;20.9294891;"Bielany";1975;"https://www.otodom.pl/pl/oferta/2-pokoje-dogodna-lokalizacja-okazja-ID4zkTq";18.51851851851852;1;0;0;0;0;0;0;0;0;0;0;"2026-01-01"
7060485535747038410;1600000.0;650.0;55.11;29033.0;2;"Block";2;2;"Plastic";"Ready To Use";"Full Ownership";52.2878256;20.9753281;"Bielany";2010;"https://www.otodom.pl/pl/oferta/nowy-komfortowy-2-pok-apartament-z-widokiem-na-las-bielanski-ID4zkj6";11.794592632915986;1;1;1;0;0;0;0;0;0;0;0;"2026-01-01"
-3213687934150312668;660000.0;700.0;48.0;13750.0;3;"Block";3;4;"Plastic";"To Renovation";"Limited Ownership";52.2739117;20.9431443;"Bielany";1970;"https://www.otodom.pl/pl/oferta/3-pokoje-do-odswiezenia-bielany-z-potencjalem-ID4yI4H";14.583333333333334;0;1;0;1;1;0;0;0;0;0;0;"2026-01-01"
8077899573620159329;925458.0;;50.71;18250.0;3;"Apartment";1;6;"Unknown";"Unknown";"Full Ownership";52.2685628;20.9457048;"Bielany";2025;"https://www.otodom.pl/pl/oferta/nowoczesne-mieszkanie-na-bielanach-ID4zjNr";;1;1;1;0;0;1;0;0;0;0;1;"2026-01-01"
766731887662708254;718000.0;1100.0;56.8;12641.0;3;"Block";10;15;"Plastic";"To Renovation";"Limited Ownership";52.2767711;20.9291733;"Bielany";1976;"https://www.otodom.pl/pl/oferta/sloneczne-mieszkanie-dla-rodziny-ID4zbY9";19.366197183098592;1;1;0;1;1;0;0;0;0;0;0;"2026-01-01"
6675965887165825947;585000.0;;37.0;15811.0;2;"Block";3;10;"Unknown";"Ready To Use";"Full Ownership";52.29703019;20.93983412;"Bielany";1966;"https://www.otodom.pl/pl/oferta/2-pok-37m2-bielany-dorycka-awf-uksw-ID4zeB2";;1;0;0;1;0;1;0;0;0;0;0;"2026-01-01"
-4768846234253887305;620000.0;640.0;36.9;16802.0;2;"Block";5;10;"Plastic";"Ready To Use";"Full Ownership";52.2911375;20.9347485;"Bielany";1967;"https://www.otodom.pl/pl/oferta/2-pokoje-wysoki-standard-metro-mlociny-300m-ID4zmwh";17.34417344173442;1;0;0;1;0;0;0;0;0;0;0;"2026-01-01"
4515744394651631342;1420000.0;;54.0;26296.0;2;"Block";0;1;"Unknown";"Ready To Use";"Full Ownership";52.27475675;20.95189431;"Bielany";1960;"https://www.otodom.pl/pl/oferta/atrakcyjne-bezczynszowe-ogrod-garaz-na-staffa-73-ID4yqXx";;0;1;1;1;1;1;0;1;1;0;0;"2026-01-01"
-6286659534982610073;3435000.0;2800.0;165.0;20818.0;4;"Unknown";5;5;"Wooden";"Unknown";"Full Ownership";52.29332;20.92866;"Bielany";2008;"https://www.otodom.pl/pl/oferta/apartament-z-tarasem-bezposrednio-przy-parku-ID4zjVh";16.96969696969697;1;1;1;0;1;0;1;1;0;0;0;"2026-01-01"
-2899264360729209563;450000.0;535.0;33.3;13514.0;1;"Block";10;11;"Unknown";"To Renovation";"Limited Ownership";52.2829;20.93352;"Bielany";1975;"https://www.otodom.pl/pl/oferta/kawalerka-piekny-widok-swietna-lokalizacja-ID4zmqJ";16.066066066066067;1;0;0;0;0;0;0;0;0;0;0;"2026-01-01"
539184879445337290;677000.0;800.0;51.38;13176.0;3;"Block";4;4;"Plastic";"Ready To Use";"Limited Ownership";52.287345019371;20.939359873507;"Bielany";;"https://www.otodom.pl/pl/oferta/mieszkanie-przy-stacji-metra-ul-kasprowicza-bezposrednio-ID4ykFp";15.57026080186843;0;1;0;1;1;0;0;0;0;0;0;"2026-01-01"
8466315897519415928;1099000.0;1000.0;86.5;12705.0;4;"Block";8;12;"Plastic";"Ready To Use";"Limited Ownership";52.282299;20.97161;"Bielany";1985;"https://www.otodom.pl/pl/oferta/dwupoziomowe-bez-skosow-pow-86-5m2-ul-klaudyny-ID4yqp0";11.560693641618498;1;1;0;1;1;0;0;0;0;0;0;"2026-01-01"
-9177652293612621084;495000.0;800.0;26.7;18539.0;1;"Block";4;8;"Plastic";"Ready To Use";"Full Ownership";52.296254296538;20.942780893365;"Bielany";1963;"https://www.otodom.pl/pl/oferta/okazja-przestronne-27m-na-warszawskich-bielanach-ID4zgLy";29.962546816479403;1;0;0;1;0;0;0;0;0;0;0;"2026-01-01"
-3369872667532414226;629900.0;;35.65;17669.0;2;"Tenement";2;4;"Unknown";"Ready To Use";"Full Ownership";52.2810511;20.9405341;"Bielany";1955;"https://www.otodom.pl/pl/oferta/stare-bielany-metro-wysokie-zachod-spokoj-las-ID4ziO9";;0;1;1;1;0;1;0;0;0;0;0;"2026-01-01"
179609256877313215;1980000.0;1400.0;71.0;27887.0;3;"Block";2;6;"Wooden";"Ready To Use";"Full Ownership";52.2645052;20.952657;"Bielany";2025;"https://www.otodom.pl/pl/oferta/nowe-3-pokoje-71-m2-ul-literacka-bielany-ID4yOy1";19.718309859154928;1;0;1;0;0;0;1;0;0;0;0;"2026-01-01"
5712528958576259832;555000.0;450.0;40.0;13875.0;2;"Block";3;4;"Plastic";"Ready To Use";"Full Ownership";52.281527766601;20.948585479407;"Bielany";1970;"https://www.otodom.pl/pl/oferta/promocja-sloneczne-mieszkanie-obok-metra-bez-prowizji-ID4yi5L";11.25;0;1;1;1;1;0;0;0;0;0;0;"2026-01-01"
7228820609880628989;1050000.0;;41.27;25442.0;2;"Apartment";4;6;"Wooden";"Unknown";"Full Ownership";52.2790712;20.9711281;"Bielany";2017;"https://www.otodom.pl/pl/oferta/rudzka-2-pokoje-na-marymoncie-ID4zcV6";;1;1;0;0;0;0;0;0;0;0;0;"2026-01-01"
174260567121706078;710000.0;733.0;55.0;12909.0;3;"Block";10;10;"Plastic";"To Completion";"Limited Ownership";52.2844264;20.9315035;"Bielany";1979;"https://www.otodom.pl/pl/oferta/metro-3-pokoje-staw-cicho-loggia-ID4yFRk";13.327272727272728;1;0;0;0;0;1;0;0;0;0;0;"2026-01-01"
-7976482513589692460;975000.0;1100.0;65.0;15000.0;4;"Block";4;4;"Plastic";"Ready To Use";"Full Ownership";52.2737071;20.942364;"Bielany";1980;"https://www.otodom.pl/pl/oferta/przestronne-4-pokojowe-mieszkanie-z-balkonem-na-starych-bielanach-ID4ycN1";16.923076923076923;0;1;0;1;0;0;0;0;0;0;0;"2026-01-01"
1021172034709690628;680000.0;750.0;56.8;11972.0;3;"Block";6;15;"Unknown";"To Renovation";"Full Ownership";52.29359;20.92645;"Bielany";1978;"https://www.otodom.pl/pl/oferta/uregulowane-3-pokoje-winda-kw-pelna-swoboda-ID4zjp8";13.204225352112676;1;1;0;1;0;0;0;0;0;0;0;"2026-01-01"
-3239533382036815580;1999000.0;1200.0;84.0;23798.0;4;"Block";3;3;"Plastic";"Ready To Use";"Full Ownership";52.276570507273;20.964304779213;"Bielany";2017;"https://www.otodom.pl/pl/oferta/duze-jasne-mieszkanie-w-prestizowej-lokalizacji-ID4yk48";14.285714285714286;1;0;0;0;0;0;0;0;0;0;0;"2026-01-01"
8660260681348551777;698000.0;700.0;48.0;14542.0;2;"Block";2;4;"Plastic";"Ready To Use";"Full Ownership";52.26933;20.94241;"Bielany";1971;"https://www.otodom.pl/pl/oferta/bielany-kochanowskiego-3-pokoje-balkon-widok-na-zielen-do-wejscia-ID4zgeq";14.583333333333334;0;1;0;1;1;0;0;0;0;0;0;"2026-01-01"
8660684522051163312;760000.0;700.0;46.0;16522.0;2;"Block";2;4;"Plastic";"Ready To Use";"Full Ownership";52.3040703;20.9304152;"Bielany";2004;"https://www.otodom.pl/pl/oferta/nowoczesne-mieszkanie-na-bielanach-heroldow-46-m-2-pok-garaz-ID4zjo0";15.217391304347826;0;0;1;0;0;0;0;0;0;0;0;"2026-01-01"
4427896782041221566;820000.0;1200.0;64.8;12654.0;3;"Block";10;10;"Unknown";"Ready To Use";"Unknown";52.27789487;20.91697955;"Bielany";1968;"https://www.otodom.pl/pl/oferta/mieszkanie-na-sprzedaz-3-pokojowe-bielany-ID4zc1j";18.51851851851852;1;1;1;1;1;1;0;0;0;0;0;"2026-01-01"
-1922413486252938160;829000.0;;36.85;22497.0;2;"Apartment";1;6;"Unknown";"Ready To Use";"Full Ownership";52.2643591;20.9517593;"Bielany";2025;"https://www.otodom.pl/pl/oferta/okazja-bez-prowizji-urzadzone-36-85m2-literacka-ID4zfBF";;1;1;1;0;0;0;0;0;0;0;0;"2026-01-01"
-1246680796341371089;695000.0;1050.0;58.0;11983.0;4;"Block";0;4;"Plastic";"To Renovation";"Limited Ownership";52.29116;20.94377;"Bielany";1967;"https://www.otodom.pl/pl/oferta/4-pokoje-z-piwnica-metro-do-remontu-ID4zi3q";18.103448275862068;0;0;0;1;1;0;0;0;0;0;0;"2026-01-01"
2066659456879275817;899000.0;1470.0;68.74;13078.0;5;"Block";10;12;"Plastic";"Ready To Use";"Limited Ownership";52.275303398794;20.923764484131;"Bielany";1976;"https://www.otodom.pl/pl/oferta/gotowiec-inwestycyjny-5-pokoi-pot-6-roi-8-6-ID4ziM9";21.38492871690428;1;1;0;0;0;1;0;0;0;0;0;"2026-01-01"
-7996108103175347814;625000.0;800.0;47.0;13298.0;3;"Block";4;4;"Plastic";"To Renovation";"Limited Ownership";52.2688414;20.9443817;"Bielany";1975;"https://www.otodom.pl/pl/oferta/bielany-3-pokoje-balkon-47m2-kw-piwnica-ID4yQaH";17.02127659574468;0;1;0;1;1;0;0;0;0;0;0;"2026-01-01"
474526399981343333;430000.0;538.0;24.03;17894.0;1;"Block";1;10;"Plastic";"Ready To Use";"Limited Ownership";52.268191;20.9585716;"Bielany";1971;"https://www.otodom.pl/pl/oferta/kawalerka-zoliborz-balkon-metro-zielen-gotowa-do-wprowadzenia-ID4yrBE";22.388680815647106;1;1;1;0;0;0;0;0;0;0;0;"2026-01-01"
