"id";"price";"rent";"area";"price_per_sq_m";"no_rooms";"building_type";"no_floor";"building_floors_num";"windows_type";"construction_status";"building_ownership";"lat";"long";"district";"built_year";"url";"rent_per_sq_m";"lift";"balcony";"garage";"basement";"separate_kitchen";"usable_room";"air_conditioning";"terrace";"garden";"two_storey";"is_primary";"date_scraped"
6643144331020043395;649000.0;860.0;50.0;12980.0;2;"Unknown";3;3;"Plastic";"To Renovation";"Full Ownership";52.2365323;20.9075957;"Bemowo";1978;"https://www.otodom.pl/pl/oferta/super-lokalizacja-23-pokoje-metro-park-bemowo-ID4zgOR";17.2;0;1;0;1;0;0;0;0;0;0;0;"2026-01-01"
1523015908860555996;890000.0;880.0;68.9;12917.0;3;"Block";4;4;"Wooden";"To Renovation";"Full Ownership";52.2580106;20.9240886;"Bemowo";1991;"https://www.otodom.pl/pl/oferta/bemowo-mieszkanie-na-ostatnim-pietrze-ID4z3zr";12.772133526850507;0;0;0;1;1;0;0;0;0;0;0;"2026-01-01"
-7442534963041852599;749000.0;;41.0;18268.0;2;"Block";4;6;"Plastic";"Ready To Use";"Full Ownership";52.261700682266;20.927843828576;"Bemowo";2021;"https://www.otodom.pl/pl/oferta/2-pok-ul-olawska-41-m2-2021-rok-ID4zbYP";;1;1;1;0;0;1;0;0;0;0;0;"2026-01-01"
-3801589493863770153;1099000.0;1100.0;67.41;16303.0;3;"Block";2;3;"Unknown";"Unknown";"Full Ownership";52.2295324;20.9162047;"Bemowo";2007;"https://www.otodom.pl/pl/oferta/gotowa-inwestycja-2-mieszkania-w-jednym-5-9-roi-ID4xVLj";16.31805370123127;1;1;1;1;0;0;0;0;0;0;0;"2026-01-01"
1582050229360721009;1230000.0;940.0;72.5;16966.0;4;"Apartment";5;5;"Plastic";"To Completion";"Unknown";52.2458781;20.9232183;"Bemowo";2024;"https://www.otodom.pl/pl/oferta/72-5-m-34-pokoje-taras-19-m-dewelopreskie-ID4zxce";12.96551724137931;1;1;1;1;1;0;0;0;0;0;0;"2026-01-01"
3428823358564189515;800000.0;1000.0;64.3;12442.0;3;"Block";1;11;"Plastic";"Ready To Use";"Full Ownership";52.2232737;20.8984254;"Bemowo";1978;"https://www.otodom.pl/pl/oferta/3-pokoje-swietny-rozklad-piekny-widok-ID4z5OF";15.552099533437016;1;1;0;1;1;0;0;0;0;0;0;"2026-01-01"
-8256257183342867936;1890000.0;1330.0;84.0;22500.0;4;"Apartment";0;3;"Plastic";"Ready To Use";"Full Ownership";52.2419125;20.8979902;"Bemowo";2021;"https://www.otodom.pl/pl/oferta/bez-prowizji-ogrod-248-m2-komorka-w-cenie-ID4zxaP";15.833333333333334;1;0;1;0;0;0;0;0;0;0;0;"2026-01-01"
7733553367731707487;729000.0;897.0;48.85;14923.0;3;"Block";7;10;"Plastic";"To Renovation";"Limited Ownership";52.2238153;20.9126531;"Bemowo";1975;"https://www.otodom.pl/hpr/pl/oferta/widok-jak-z-pocztowki-3-pokoje-na-bemowie-ID4xOtM";18.362333674513817;1;1;0;0;0;0;0;0;0;0;0;"2026-01-01"
5278238114475584780;870000.0;725.0;45.8;18996.0;2;"Block";0;7;"Plastic";"Ready To Use";"Full Ownership";52.251617;20.9098436;"Bemowo";2012;"https://www.otodom.pl/pl/oferta/mieszkanie-2-ogrodki-garaz-do-wprowadzenia-ID4zxnh";15.829694323144105;1;0;1;0;0;0;0;0;1;0;0;"2026-01-01"
8877324822915187157;1235000.0;;58.1;21256.0;3;"Block";4;5;"Unknown";"To Completion";"Full Ownership";52.2253;20.8967;"Bemowo";2024;"https://www.otodom.pl/pl/oferta/nowe-wykonczone-3-pokoje-ID4xASi";;1;1;1;0;0;0;1;0;0;0;0;"2026-01-01"
-694748923068483882;1100000.0;770.0;55.37;19866.0;3;"Block";1;2;"Plastic";"Ready To Use";"Full Ownership";52.236768068205;20.893930557147;"Bemowo";;"https://www.otodom.pl/pl/oferta/55m2-3-pokoje-loggia-9-44m2-2-balkony-bemowo-ul-coopera-ID4ztYb";13.90644753476612;1;1;1;1;0;0;0;0;0;0;0;"2026-01-01"
-5977632748605332398;842000.0;800.0;63.0;13365.0;3;"Block";9;10;"Plastic";"Ready To Use";"Full Ownership";52.2524675;20.923903;"Bemowo";1984;"https://www.otodom.pl/pl/oferta/mieszkanie-po-remoncie-3-pokoje-63-m-warszawa-wroclawska-16-bemowo-ID4zxl8";12.698412698412698;0;1;0;0;0;0;0;0;0;0;0;"2026-01-01"
1292226958373857093;825000.0;650.0;45.01;18329.0;3;"Block";0;5;"Plastic";"Ready To Use";"Full Ownership";52.2450901;20.8983963;"Bemowo";2016;"https://www.otodom.pl/pl/oferta/do-sprzedazy-mieszkanie-na-bemowie-ID4ze4J";14.441235281048657;1;1;1;0;0;1;1;0;1;0;0;"2026-01-01"
6476766311637937851;882968.0;;56.24;15700.0;3;"Unknown";0;3;"Unknown";"To Completion";"Full Ownership";52.227203475834;20.886499906684;"Bemowo";2027;"https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-56m2-ogrodek-ID4xzL3";;1;0;1;0;0;0;0;0;1;0;1;"2026-01-01"
5263597731407976254;1875000.0;;107.09;17509.0;4;"Block";7;7;"Unknown";"Unknown";"Full Ownership";52.24091;20.91133;"Bemowo";2006;"https://www.otodom.pl/pl/oferta/bemowo-ul-osmanczyka-2-miejsca-w-garazu-piwnica-ID4uRca";;1;0;1;1;0;0;1;1;0;0;0;"2026-01-01"
7957695706749312982;1290000.0;700.0;61.53;20965.0;3;"Unknown";6;6;"Unknown";"Ready To Use";"Full Ownership";52.242006760288;20.909883212332;"Bemowo";2017;"https://www.otodom.pl/pl/oferta/bezposrednio-3-pokoje-metro-bemowo-ID4zxao";11.376564277588168;1;1;1;0;0;0;0;0;0;0;0;"2026-01-01"
4522069413715575433;520000.0;650.0;30.82;16872.0;2;"Unknown";2;11;"Unknown";"To Renovation";"Full Ownership";52.2247764;20.9124298;"Bemowo";1975;"https://www.otodom.pl/pl/oferta/mieszkanie-na-sprzedaz-bemowo-ID4yxVU";21.09020116807268;0;0;0;1;0;0;0;0;0;0;0;"2026-01-01"
